n1,n2,nt1,nt2,s1,s2,ri1,ri2,phi,tetha,psi,l,w,h,M
8,8,6,8,0.00224417644327889,0.00175629048157425,0.0352957146601161,0.0325312827016224,0.0793660658610417,0.244176949322302,0.412587167065468,0.0273130841342928,0.0314291465690283,0.104234343988471,99.9569755790485
10,8,15,12,0.00208147173490033,0.00169196308953728,0.0567769638726925,0.0367134972158709,-0.0528975908365583,-0.0427129109772312,0.127619611321242,0.0163759345910879,0.00720818972126971,0.0913801007965606,1889.30150851015
6,4,11,12,0.00223266653693366,0.00110227508195711,0.0563088147094037,0.0389102135089986,0.0322802577199415,-0.100801569940756,-0.408666878500381,-0.00201139871017341,-0.0527463981086307,0.0831682827640672,749.560700919937
6,6,9,5,0.00241095455132916,0.00169832097904723,0.079742745535177,0.0731098017388024,-0.0736718346009584,0.232945824430974,0.221686076923349,-0.0137541053457958,0.0136783292013836,0.0614003579456463,2093.22454117157
4,4,9,9,0.00255303509603443,0.00122025830829566,0.069820037101224,0.0755636871366185,0.203829488147307,0.173688436657335,-0.881032579672912,-0.0443283665825892,0.0495003090755693,0.118614748805459,603.910487918379
9,4,14,5,0.00279162776642961,0.00268645481471696,0.0601347893605298,0.0426551388500318,0.091150243037971,-0.225305387079609,-0.76755857272342,0.0368973302055276,-0.0476956213412374,0.0777724475153699,499.595370283722
4,5,10,6,0.00191484733160015,0.00231452611092623,0.0533801425471914,0.0760674081833808,0.18099894981682,0.227630684740876,0.774795591266522,0.0450203701731188,-0.00333348093729424,0.0537932560256186,1324.8329974422
10,9,13,10,0.00253286158706817,0.00203870509385876,0.0709587172843353,0.0544984925407115,-0.0491521109265833,0.163465523545796,-0.130288268398031,0.0211310434312664,-0.021995513261019,0.0703221244841574,4042.7334435271
7,6,9,6,0.00257999265206405,0.00170115527153457,0.0656003200728417,0.0371056751529798,-0.130389500822105,-0.0686782044927317,0.0207496366628941,0.0369753675177707,-0.0298087063505262,0.055814013269394,659.719668763317
7,4,9,15,0.00158285770195741,0.00167447891548344,0.0736137894717927,0.0309788750085129,0.155200020766617,0.14028435373563,-1.36000811812524,0.0185674613149393,0.0174125849700709,0.0847776256349518,1236.2573742939
7,9,7,8,0.00260325404932737,0.00150578289647615,0.0366338671666544,0.033569464974554,-0.0620867509650199,0.046569833336508,0.238183340785264,0.00438842533469457,-0.00139870477659845,0.104559351573203,170.640407134596
6,10,13,14,0.00174321143014326,0.0022702013342774,0.030752673277774,0.0741338847464504,0.215736922400134,-0.232023624425134,-0.467037702769062,0.0105099881748618,0.0243206175367993,0.0726041413102095,2885.61786497015
7,7,5,11,0.00106672981726258,0.00146852541188688,0.0427112537748964,0.0623428955703751,0.119621253804261,-0.250351973291319,-0.002569586792048,0.0181024560285849,-0.0271486604086389,0.0659233153448632,787.979637083991
6,7,5,9,0.00249946467406052,0.00131061289241332,0.0402008466675394,0.0651371415936661,-0.160711418440887,0.0237982546523761,0.328473068328299,0.00450473814382606,-0.0134370745863968,0.115666971969268,255.289236605288
6,5,6,6,0.00285907462176462,0.0027406974847712,0.0416344888006753,0.066281947654748,-0.181939122890131,0.175160483300132,-1.25588403571856,-0.02529563895365,-0.0399775920029518,0.0787085676106098,358.895181262644
7,4,7,11,0.0027191016159214,0.00219769400457966,0.0426324391309934,0.0600427134503815,-0.217330909302744,-0.0591119533530951,0.189505295906072,0.0147210905035621,-0.012649789491431,0.0587964429293985,1645.92673008565
5,7,8,13,0.00280947242108503,0.00138799643245351,0.0708915279252114,0.0753564373559106,-0.0458911873202868,0.261221455593694,0.120163473013593,-0.00909738162484217,-0.0576564611724795,0.0691951397172807,2957.59029456624
9,4,15,10,0.00229327296792159,0.00258775057914638,0.0783462086847822,0.0636375520997271,0.0402257708333412,-0.253360440692613,1.14953034340538,-0.066991788536957,0.0318806503755307,0.0595450022722074,3788.57708234735
8,9,15,7,0.00140289369139868,0.00279780211383341,0.0561940842437224,0.0316194216278865,-0.166329645424665,-0.169705796219743,-0.377751695776595,-0.0285544799870325,-0.0130820119556776,0.0844660272161353,817.019732604566
6,4,8,11,0.00276120379203168,0.00227953895074933,0.0720439160960838,0.0684083916073057,-0.210307010046462,0.162906617397162,0.0575212674194254,0.0457754566613912,-0.0638924040392873,0.069734221093239,1416.08105838075
5,7,9,11,0.00175537760222103,0.00206546411117567,0.0762296347382017,0.0760409844490899,-0.147820567669702,0.16649222773495,0.486546655860095,0.00818482220985296,0.0480808998563995,0.0713136540812889,3171.39388092003
10,6,11,9,0.00213634652451353,0.00145367630243285,0.030601806485623,0.0546007306450956,0.0542218609970284,-0.0646110110165114,0.0927415391545354,0.0308966269307276,-0.00702996735430401,0.0723702171474734,920.192754200774
4,10,14,15,0.0012285729606677,0.00235794317917632,0.0632071180731945,0.0694046024927647,-0.13457339927446,-0.0351368980377284,-0.535265429823785,-0.0331781991521079,0.0103674228506338,0.0535058358712334,8033.196473289
5,10,7,14,0.00211418704572451,0.00207927724891417,0.0654353721655867,0.0652786702309761,-0.190205786333914,0.0891975013124307,0.46226416169192,-0.00858500968150491,-0.0534244627978032,0.0601425053889028,2818.27748548698
10,4,13,7,0.00252561186502786,0.00169586044281528,0.0701820679133438,0.0404139023369339,0.0181438933578079,-0.073613623286346,0.278907511179891,-0.0271373636422781,-0.0529379687822081,0.0604452705392304,1094.79663772995
5,7,8,7,0.00193890200086458,0.00257436279277227,0.0369272272514179,0.0601859272780025,0.129102952452507,-0.109116102260478,0.129858495876668,-0.0304091589895586,0.0128571358802674,0.0650742094450457,684.378684099804
10,9,11,5,0.00297451946016436,0.00221024095411664,0.0689851998673537,0.0383449448526426,0.0800959261995152,0.225866680429246,0.694733673401456,0.0217947181214631,0.0222924958582578,0.0818518494344225,690.102284813942
8,4,11,11,0.00196672117913438,0.00167398741944901,0.06635170541586,0.075466053888034,0.156718434518877,0.259173356528597,-1.4829294840988,0.0229995442420224,-0.0220713382210285,0.0873171923098692,2791.07729071018
6,8,11,12,0.0010162682560489,0.00128606689654017,0.0479330444277791,0.0682206185604931,0.0243465745481047,-0.15634123866825,-0.508697563061566,-0.0110334069404381,-0.0120762873347209,0.104948645371955,1334.7871942222
8,10,8,12,0.00185228064901376,0.00272291257950854,0.0668350224153332,0.0635699581729338,0.17834495068141,-0.118649041938942,0.491336676761726,-0.0150519008160886,-0.0376536659849634,0.104782634582071,1672.45650117721
10,6,13,6,0.00186200767177106,0.00255032445208815,0.0597326365644312,0.0406949235059839,-0.0371893779110236,0.110311725676589,-0.267257467564564,-0.0421791924739315,-0.0188709656303839,0.096175749538874,554.965650177877
4,9,9,8,0.00288427826864301,0.00208892413969878,0.0704938457466119,0.0482656410065765,0.189914232784639,0.0631621354648694,-0.330864791992642,0.0592621165314792,-0.0119467410486401,0.0991747677603267,613.688322147377
8,6,9,5,0.00253720119129415,0.00286275059690241,0.0464608774805852,0.0624645673817188,-0.188556070163543,0.14113815782509,-0.27004783010186,-0.000247782585213928,0.0231979314372971,0.112511747450246,384.754385167946
9,6,8,10,0.00138249186917626,0.00232170055695691,0.0688347575862716,0.0617850308039867,0.121546942537142,0.210267296781,0.195388210030983,0.00912646896061823,-0.0494424197566315,0.0627848962522513,2190.28282090528
4,5,7,15,0.00129471327695876,0.00298970641752059,0.0350825116748631,0.0547446497951798,0.22162363561645,-0.0394003996237241,0.702613611605837,-0.0187867053582768,-0.0311234156093361,0.0692454956012901,822.503595047113
9,10,8,15,0.00284654160293004,0.00135495951730563,0.0381248779946608,0.0697293887168144,-0.0780161644511917,0.095481617267379,-0.0840670220338994,0.00332873430097418,0.00485645181714824,0.112372345293754,1097.99595208117
7,8,7,12,0.00132035164233315,0.00266807551979914,0.034803242593013,0.0698868851777696,0.113930688033574,0.0739872555197654,0.161740885223897,0.0123022572458034,0.024352085312919,0.107238894411098,532.73508933168
6,8,11,13,0.00297770066454349,0.00180880286993477,0.05771397230223,0.042651501773552,-0.211875479060467,-0.259169873510229,-0.0852626149800647,-0.0421176806983768,0.0262927287238438,0.0626433084854367,2629.65753352555
10,9,9,12,0.00135982550446849,0.00155418450060034,0.0719192519163152,0.0765911538635905,0.25054119137266,0.113474843443045,0.403512724508294,-0.0307180605249052,-0.0412013716374641,0.0649765741996562,4047.67633346181
5,9,14,12,0.00230339049516081,0.00226754714596945,0.0360783000712176,0.0379185732898664,-0.25284202955706,0.118101225492049,-0.473161626817001,0.0280076663193744,0.0303195385743768,0.11929935244975,623.913399273201
7,9,5,7,0.0016259786522056,0.0025723249392964,0.0366736667280051,0.0610662116422776,0.198121985827936,-0.20640471413961,-0.23955303156883,-0.012566588377559,-0.0259216584470993,0.054715375854133,506.462251025708
4,7,12,14,0.00228359602126243,0.00272966684790446,0.0627713410406727,0.0779930741539077,0.203456863616023,0.0561640232052021,-0.202063789148469,0.0198373502946934,0.0219938613133345,0.109898851688118,3165.85964096421
7,7,11,9,0.00199074243768932,0.00265125702073568,0.0391319386885835,0.0390601483473436,0.0292560406231876,0.0643169623276727,-0.237573146457236,-0.0208394308321406,-0.0351285330686604,0.0824236941116568,648.111604023311
8,8,13,13,0.00276422621218858,0.00258076194313547,0.0365551328677773,0.0576804532183555,0.0743875035889326,-0.0355715564523168,-0.537120845166653,-0.0109245492900483,0.00288323934244151,0.100652286378173,2017.5083970525
5,10,11,7,0.00152014314047069,0.00270322344918362,0.0433618909154637,0.0498361472671289,-0.103893381301575,-0.20226678785876,-0.3231500899186,-0.0172744683744946,-0.0191060819420744,0.0807880859136403,786.990257674041
6,5,12,9,0.00292637336119521,0.0029470135379514,0.0763389094515899,0.0452752189261146,0.220715314495944,-0.171184182889014,-0.69161239447138,0.00421635929997118,-0.0512905425340181,0.0627052750388497,2455.51573506386
6,6,7,9,0.00101203335452628,0.00150274156434781,0.0422175358203898,0.0346044699015476,-0.113396858414054,0.0255461275257667,0.985351508589029,-0.0181762052804959,0.0313766638722906,0.0730547771906973,310.839676648959
10,4,11,11,0.00232970416646893,0.00204002131421987,0.0519640588898944,0.0577795319825845,-0.0330704687956859,-0.0674916283889433,-0.695461692607074,-0.00205361228549202,-0.0511539203299114,0.117334737682012,804.014257425862
7,6,9,7,0.0017309482622843,0.00134618219693722,0.056224487142286,0.050384956853955,0.0793273060684728,-0.0629417261539257,0.547013357800916,0.0151748502668453,-0.0296292191326157,0.0552232032306938,1311.0533351404
7,4,13,13,0.00173604436200062,0.00196116566323037,0.0647617444500962,0.0584130117343613,-0.0767141223605269,0.157478895258796,-1.37909635511491,0.00207172505568877,-0.0158619021055105,0.0738543215268054,4244.67666515438
4,4,14,10,0.00153037006957141,0.00198160664367247,0.0625708940291799,0.0642929728143214,-0.235183934996465,-0.199362555674626,0.577999557939211,0.0150518845337068,-0.0359447404946681,0.0848932999399343,1970.87671217231
6,8,9,12,0.00283005130824009,0.0029963284705375,0.0350115245390034,0.0567645152517183,0.236266993031988,0.205121174296685,-0.686720479966556,-0.0414444523174372,0.0250519183935056,0.0961035618468785,834.076496701001
10,7,10,7,0.00113278310604782,0.00163616353779808,0.0327745937669375,0.0565281478914482,0.0340725393033713,0.04364538904394,-0.130361726188957,-0.028488810280515,-0.0150227909001484,0.0991228490040086,322.743540096004
5,5,13,8,0.00269368129174292,0.00175097751246009,0.0495610398069864,0.0726718106280426,-0.118862951188309,0.193230554314006,0.0034579401557453,-0.0154657042904815,0.0410144916898277,0.0954152082181191,1426.46877985238
7,6,10,9,0.00234291201399794,0.0011343325154746,0.0777141882307037,0.0335264294882916,-0.109802568007984,0.113590988611944,0.0392446321832558,0.037743689726824,-0.0257646729135035,0.0583469797706131,1156.76901448928
7,10,8,13,0.00190449064986394,0.0019057441823654,0.0557776368254691,0.0658047975980647,0.125882456002512,-0.14393897657589,-0.537784031184573,-0.0437370221128745,0.00865707556730666,0.0795801913240155,1938.7200907785
10,10,6,15,0.0012466776599852,0.00282241251614964,0.0404037741863223,0.0326172877528932,0.215274221337585,0.160538143996538,0.231764015815643,0.00142107929501379,0.0261869932883792,0.0667483388700303,991.274249492164
5,9,14,8,0.00294130089696631,0.0011325111043975,0.0644645028982142,0.0664310535083,0.0735467245851135,-0.0785579556593945,-0.580203541898032,0.0481583247967636,0.0485669134923288,0.0869500667656704,1739.29803938654
7,5,10,14,0.00103983977676087,0.0017828170341813,0.0311147297649178,0.0717293642931081,-0.205950754313761,-0.0091086384154504,0.443701231322739,0.0147506078260441,0.00463092181691846,0.0999114255146638,846.397888920004
4,9,5,6,0.00123963088026875,0.0017438513610288,0.0791843993874759,0.0646241141726603,-0.152128654638774,0.148273484597853,0.144137430171666,0.0532784843726904,0.0365703898671671,0.0861533697361469,397.225022135033
7,10,14,9,0.00210682111278278,0.00203544163618346,0.0623415074323412,0.0494864328736651,-0.154763243010342,0.0145328449535833,-0.0677738762015867,-0.0429168568357803,0.0297360492861837,0.0909397555229434,1596.81300245519
7,10,15,14,0.00180626658002631,0.00184644205254218,0.0363140907979038,0.0747061452434061,0.116286667808455,0.174085551479901,-0.157175831834176,-0.00247629725192598,0.0420440980570806,0.107814092195443,2062.10124558388
4,8,7,10,0.00225229033986702,0.0023814837869075,0.0391636680433166,0.0500189005554791,0.0260113840661395,0.0825374319273359,-0.191223137201489,0.0318318648771962,0.0400335449502568,0.0767335717432463,434.594129743919
7,6,10,15,0.00163403135079231,0.00197799697722244,0.0480203821594,0.0439644336888559,0.00122825379506308,0.0945657873884873,0.152352481262719,-0.013619171449611,-0.00587598897638967,0.0508229961484484,3964.64092017919
5,8,15,14,0.00131400506019707,0.00285391490919966,0.0470100051289923,0.0553841529709913,0.22731496035812,0.245488297348329,0.470196138793862,0.0196345418919226,-0.0231672275128667,0.0957381311528901,2465.36929058859
9,6,5,6,0.00237852172539517,0.00155665779042655,0.0435865203405078,0.0735344629158358,-0.0362364449980244,0.0284044614084201,0.696942829993711,-0.0139422802249892,-0.00398182421966566,0.0517945548412782,834.793763962313
10,10,9,7,0.0012850112103464,0.00212668996997662,0.0479177194584361,0.0555286388037082,0.0655352076383647,-0.0015320640485616,-0.205857551990254,0.0414910893674273,0.0324408855236523,0.0837891818896406,571.863753818497
10,4,15,14,0.00111386699799686,0.00190681243630807,0.0725422870037092,0.05769654126528,0.0422675058513276,-0.105613292172965,-0.123055641427418,0.00573989127854103,-0.03071733935649,0.0516436125622339,8263.10568763116
10,9,15,6,0.00138322413519568,0.00142998811730168,0.0681566481874498,0.0445017846304257,0.251361311557379,0.0628609356888735,-0.493775893950902,-0.0377982153429305,-0.034881992614236,0.109219952659597,678.59714834396
6,5,13,6,0.00183936333511269,0.00248825926360635,0.0567896499350234,0.0713580239761464,-0.188163591721651,-0.133396164223161,0.655185313575289,0.00179628939074317,-0.016631811767619,0.0826400365609961,1721.76200166041
5,10,9,13,0.00135705656166433,0.00259728602645549,0.0367544679176907,0.058563817529845,0.0478907028661751,0.07142276706933,-0.192470532905453,0.0142140276382797,-0.0294567147066278,0.117074505661598,553.115669885893
9,8,10,9,0.00227267052082206,0.00270871896912697,0.0419620865011316,0.0594956547778646,0.217930896293771,0.136797602951712,-0.276238750920735,-0.0131160098650426,0.0321219448791627,0.0881406175243385,1114.87225487019
4,6,14,9,0.00102555538097826,0.00207201631349831,0.0632565639758325,0.0547210533716497,0.0242032911451016,0.230160355681284,-0.26181059239561,0.0338796052571938,0.0145549056856738,0.119002693439104,873.582604878983
5,6,12,9,0.00186971504603495,0.00183941631758014,0.0340488325511038,0.0542788806441706,0.188241802740488,0.050190699403482,0.646045091303278,-0.0250724827674424,0.0281388135034021,0.0737506290525966,940.543417883531
10,6,9,5,0.00292598110778438,0.00298841341699357,0.0306064203193564,0.0585777991137464,0.110405119362044,-0.136677278237461,-1.03268289793309,-0.0249844125056784,0.00839319367268186,0.0768719253967846,450.677171028978
4,4,15,12,0.00153009416857436,0.00295779988407254,0.0413852704151467,0.0725766250017511,0.129036247037289,-0.215785620649451,-0.729572213985835,0.040128191729606,-0.00515187082675238,0.0856972335533539,2146.65692668714
5,8,5,8,0.00208671689165959,0.00113499599763243,0.0726763789547438,0.0739860544946483,-0.0799420136757081,0.246139863260719,0.102695568127123,-0.000798343201992957,-0.00103388118020162,0.0796858607996264,1189.03021398666
4,4,15,11,0.0029516583395237,0.00159373140747827,0.077948187904894,0.0481141285829644,0.0107679172454375,0.223644749749117,1.47218351402325,-0.0115496423792339,0.0179834943017382,0.115843255543022,1547.26424467282
5,10,6,11,0.00146040282448951,0.00136027199569996,0.0666803795369795,0.0791706045044461,-0.0772294902127984,0.0339339241917614,-0.558852327797529,-0.0287852530018571,-0.00123956684140566,0.11384385387359,979.285397771538
9,8,11,5,0.00191571725842034,0.00282709262699724,0.0725814233086664,0.0307592600913419,-0.0511835444392315,-0.246520560323517,0.456511552436008,-0.0329309049381816,-0.0558366933956869,0.0629135495689832,497.035310315484
8,7,7,14,0.00288896302233348,0.0016461685526684,0.071245264636096,0.0603188617372569,0.0253600341150807,0.207491645408026,-0.0565239326015476,0.0481294111194408,0.0250910071360323,0.0777263309655548,2214.3768448133
4,10,7,8,0.00227726882022002,0.00133468538416463,0.0681174912069517,0.0329823470276162,0.239355879923312,-0.00976778871261558,-0.0743557302405055,-0.0152765227029387,-0.0591933156125143,0.0717005697644378,344.263272804633
9,9,6,10,0.00156554677627844,0.00258728298083686,0.0680192725952462,0.0680785993476342,-0.093389077367026,-0.00204512293565667,0.406657037057879,-0.0142623646060209,-0.0134218121623825,0.114965755352008,976.336640553333
6,8,14,9,0.00116252697204826,0.00112347733640251,0.0479493828475221,0.0359566301887168,-0.0187758676129595,-0.260795905644051,-0.255594416619896,0.0307066073311709,-0.00465140550486678,0.0736970276573749,867.484457885886
4,7,15,10,0.00294311614090384,0.00279574496428181,0.0366154378554921,0.0441692674103492,-0.229665229323684,0.0147231857697678,0.658798624533895,-0.0488466025976897,0.0628329154875935,0.0577395710452517,1035.43013820971
6,4,11,5,0.00159029478691196,0.00151679377854154,0.0666959023851979,0.0506630584556216,0.0555815236263,-0.13579327438356,1.55295889113169,-0.0254596122559962,0.000903986844408559,0.0634805171368965,941.295252936097
10,9,8,10,0.00129694207816425,0.00103068173202725,0.0594441372342561,0.0354740695277574,-0.085942346328065,0.0671702411698258,-0.0940501848058106,-0.0384766440167349,-0.0308386855874032,0.0840548369572027,462.306659412953
5,9,14,9,0.00174294468098936,0.00252472246099836,0.0595805101700826,0.0794799366039595,-0.152909186744699,0.0857834322413734,-0.448532290596078,-0.015702774914046,0.032444821700282,0.0508387794569292,5821.94158546094
10,9,8,9,0.00257305797662755,0.00192343628235366,0.0569644702577994,0.0478644500472072,0.211513570243215,0.0867480998462565,0.569122017888739,0.0243974958550976,0.0160534199178199,0.0732316718285738,1288.81402727986
4,7,5,7,0.00187853077779255,0.00149310026403383,0.0604429384793058,0.0713042873580269,-0.0647663285430576,0.221692385202728,0.712204439366765,-0.00166361041980059,-0.02937670192114,0.116481626333096,299.03864946821
10,4,7,13,0.00119414078291859,0.00131372185408864,0.0354655612783999,0.0553373512815603,0.132022508518213,-0.234672930546556,-0.31353342270614,0.00998373846106102,-0.0275980622471804,0.0945914577365878,434.308569115246
9,6,10,7,0.00153569793208438,0.0016163124914934,0.0512776476555863,0.0615196025749841,0.163151636689611,0.11217305818232,0.447522820182999,0.000502480288951258,-0.0246306756105283,0.0721726763614,1327.79211191632
5,5,12,14,0.00213795080125531,0.00283209099660412,0.0571622027749826,0.0717147130811282,0.236861143100087,0.120415762073577,0.994012511567734,-0.0507053034242195,0.047654952959797,0.0943615156280345,2310.14193519647
6,4,12,9,0.0029403167505435,0.00143539032733433,0.0508310924633113,0.034485362394775,0.10738310497172,0.188575399668545,0.378799869346215,0.0199941518171109,0.00978906934093497,0.104888659666052,471.682597260033
6,9,8,7,0.0020911237960146,0.00265498006048167,0.0528779902983981,0.076968734365543,0.108526270714845,-0.0204200108864029,-0.0947524026371513,-0.0243090850967662,-0.00744156906985868,0.0567360808247564,1902.55242957777
9,9,15,9,0.00170403094631811,0.00214097633892698,0.0695253685611864,0.0618578233939453,-0.205359147554389,0.184232169631502,0.556592723005679,-0.0403570738126496,0.0382702961644413,0.1037922660882,2131.96276947793
4,10,7,7,0.00249239833742773,0.00203992361282012,0.0792026313890629,0.0558693858394263,0.0302681203608129,-0.139640076356846,0.556285915627883,-0.0221905280902707,-0.0239681325104292,0.0777882234096559,1050.68935690595
5,8,14,13,0.00138164272191635,0.0022309688372643,0.0587299346515631,0.0464405115221929,-0.0877636841612224,-0.0922343658893185,-0.309779913842724,0.0238260413770646,-0.0490250895350941,0.058004392605786,3097.78731741114
6,9,10,13,0.00172689531351342,0.00265938510433,0.0499005825588869,0.0626963508089501,0.0919040180186482,0.130444216570657,0.203258041491383,-0.0417896400111625,0.0445847468797153,0.0603387002131657,2504.5401808903
8,8,13,7,0.00277838368018433,0.00192145588791845,0.0453513617131656,0.0458023838169439,0.00829559189864465,-0.0187839130911639,0.481655660811877,0.0249943383777652,-0.026325358842784,0.115103565011377,535.72487039718
